SUB_YEAR_WEEK,SUB_YEAR_WEEK_target,call_ALL_target,call_Burglary_target,WEEK,MONTH,YEAR,call_ALL,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,call_Armed subject,call_Assault,call_Burglar alarm,call_Burglary,call_Disturbance,call_Domestic,call_FW FIREWORKS,call_Fight,call_Loitering,call_Message delivery,call_Noise complaint,call_Possible drugs present,call_Prowler,call_Public Intoxication,call_Shots fired,call_Special residence patrol,call_Special watch,call_Stalking,call_Suspicious activity,call_Trespassing,call_Vandalism,call_Welfare check,disp_15-ARREST,disp_66-CANCEL,disp_9-VERBAL,disp_ADV-ADVICE GIVEN,disp_AST-ASSIST,disp_CI-CITY CITATION,disp_CLR-CLEARED BY DISPATCH,disp_CM-CIVIL MATTER,disp_COMP,disp_DISR,disp_Disregard,disp_Domestic Violence Report,disp_FA-FALSE ALARM,disp_FD-FOUNDED ALARM,disp_FI-FIELD INTERVIEW,disp_Gone on Arrival,disp_IRT Report,disp_K9 Report,disp_MC-STATE MISD CITATION,disp_MDT-BOLO'D MDT,disp_MSG-MESSAGE DELIVERED,disp_N25-NO CONTACT,disp_NR-NO REPORT,disp_Other,disp_PR-PROPERTY RETURNED,disp_RES-RESOLVED,disp_RF-REPORT FILED,disp_Runaway juvenile (entered NCIC),disp_SAT-SETTLED AMONG SELVES,disp_TES-TEST,disp_TI -TOW IN,disp_Truancy,disp_VA Hospital Alarm (Fire)
2016_44_ZONE7C,2016_45_ZONE7C,14,0,44,11,2016,9,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0
2016_45_ZONE3E,2016_46_ZONE3E,81,2,45,11,2016,72,16,11,9,8,14,9,11,0,0,0,0,0,0,0,0,0,0,78,0,1,1,5,5,1,17,0,1,0,2,8,1,0,0,5,0,4,0,11,3,1,12,0,1,0,5,2,1,3,0,3,0,0,8,5,0,0,2,0,1,1,1,2,13,11,0,0,10,8,0,0,0,1,0,0
2016_45_ZONE5B,2016_46_ZONE5B,38,2,45,11,2016,54,8,13,3,11,8,7,9,0,0,0,0,0,0,0,0,0,0,59,0,1,1,2,1,4,13,0,0,0,0,1,0,1,0,4,0,11,0,15,1,2,2,0,0,0,5,2,0,5,1,3,0,0,5,2,0,0,1,0,0,0,0,0,11,12,0,0,7,5,0,0,0,0,0,0
2016_45_ZONE7B,2016_46_ZONE7B,35,2,45,11,2016,28,3,2,5,7,1,5,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,5,0,0,0,0,1,1,0,0,1,0,3,0,5,2,1,4,0,0,0,1,1,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,5,0,0,1,2,0,0,0,1,0,0
2016_45_ZONE5C,2016_46_ZONE5C,11,1,45,11,2016,11,3,2,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0
2016_45_ZONE1B,2016_46_ZONE1B,19,3,45,11,2016,16,1,1,1,1,2,4,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,4,0,2,0,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,5,3,0,0,0,0,0,0
2016_45_ZONE6A,2016_46_ZONE6A,20,0,45,11,2016,25,5,6,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,2,0,3,0,1,0,1,1,0,0,0,0,1,7,0,0,0,0,0,1,1,0,3,4,0,0,0,3,0,0,0,0,0,0
2016_45_ZONE1A,2016_46_ZONE1A,26,0,45,11,2016,35,6,11,7,3,3,6,5,0,0,0,0,0,0,0,0,0,0,41,0,0,1,8,1,7,4,0,0,1,1,2,3,0,0,0,0,3,0,4,0,0,6,0,2,0,0,3,0,0,0,2,0,0,1,6,0,0,0,0,0,0,2,1,3,7,0,0,10,4,0,0,0,0,0,0
2016_45_ZONE7D,2016_46_ZONE7D,8,0,45,11,2016,7,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0
2016_45_ZONE6B,2016_46_ZONE6B,14,0,45,11,2016,12,2,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,0,0,0,0,0
2016_45_ZONE1D,2016_46_ZONE1D,39,2,45,11,2016,29,2,13,1,8,3,4,1,0,0,0,0,0,0,0,0,0,0,32,0,2,1,3,0,1,5,0,2,0,4,0,0,0,0,0,0,0,0,9,1,2,2,0,0,0,2,2,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,1,7,1,0,0,6,4,0,0,0,0,0,0
2016_45_ZONE1C,2016_46_ZONE1C,23,0,45,11,2016,34,3,5,5,9,10,3,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,4,0,2,3,0,6,0,2,0,0,0,2,1,1,4,0,8,1,0,4,0,0,0,1,7,0,3,0,0,0,2,1,4,0,0,1,0,0,0,0,2,3,4,0,0,8,2,0,0,0,0,0,0
2016_45_ZONE5A,2016_46_ZONE5A,31,0,45,11,2016,20,3,3,2,2,2,1,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,5,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7,1,0,0,4,1,0,0,0,0,0,0
2016_45_ZONE2A,2016_46_ZONE2A,32,0,45,11,2016,36,9,4,7,6,5,3,4,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,1,0,10,0,0,0,0,2,0,0,0,0,0,8,0,9,1,0,5,0,0,0,0,2,0,1,0,0,0,0,7,2,0,0,1,0,0,0,1,0,5,9,0,0,9,1,0,0,0,0,0,0
2016_45_ZONE4B,2016_46_ZONE4B,18,0,45,11,2016,17,3,4,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,2,1,0,0,0,0,2,0,0,0,1,0,2,0,0,1,1,2,0,1,0,2,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0
2016_45_ZONE6C,2016_46_ZONE6C,24,1,45,11,2016,34,3,4,9,5,5,3,7,0,0,0,0,0,0,0,0,0,0,36,0,0,0,11,1,1,4,0,0,0,1,2,1,0,1,2,0,2,0,4,0,0,6,0,1,0,2,0,0,3,1,1,0,0,1,11,0,0,0,0,0,1,1,1,5,3,0,0,4,1,0,0,0,0,0,0
2016_45_ZONE7C,2016_46_ZONE7C,10,0,45,11,2016,14,2,1,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0
2016_45_ZONE4C,2016_46_ZONE4C,30,0,45,11,2016,20,7,1,8,1,1,2,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,9,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0
2016_45_ZONE3B,2016_46_ZONE3B,4,0,45,11,2016,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2016_45_ZONE2D,2016_46_ZONE2D,5,0,45,11,2016,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016_45_ZONE3D,2016_46_ZONE3D,10,1,45,11,2016,5,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2016_45_ZONE2B,2016_46_ZONE2B,6,0,45,11,2016,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
2016_45_ZONE3C,2016_46_ZONE3C,22,1,45,11,2016,15,5,0,6,0,1,6,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,1,1,0,1,0,1,0,1,2,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
2016_46_ZONE1D,2016_47_ZONE1D,33,4,46,11,2016,39,6,6,10,7,5,3,4,0,0,0,0,0,0,0,0,0,0,41,0,0,1,8,2,2,5,0,1,0,0,1,2,0,1,0,0,4,0,5,4,1,4,0,1,0,1,1,0,3,0,0,0,0,2,8,0,0,0,0,0,0,1,0,5,7,0,0,6,6,0,0,0,0,0,0
2016_46_ZONE1C,2016_47_ZONE1C,20,0,46,11,2016,23,2,8,3,0,2,3,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,9,0,2,1,0,0,0,2,0,0,0,0,0,0,3,0,2,0,1,4,0,0,0,1,1,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,2,5,0,0,3,1,0,0,0,0,0,0
2016_46_ZONE5A,2016_47_ZONE5A,29,0,46,11,2016,31,4,3,1,5,2,7,8,0,0,0,0,0,0,0,0,0,0,30,0,1,3,5,0,1,3,0,0,0,0,1,0,0,1,1,0,2,0,5,0,1,6,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,9,5,0,0,3,5,0,0,0,0,0,0
2016_46_ZONE3B,2016_47_ZONE3B,5,0,46,11,2016,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2016_46_ZONE2A,2016_47_ZONE2A,24,0,46,11,2016,32,3,4,4,8,5,5,5,0,0,0,0,0,0,0,0,0,0,34,0,0,0,5,0,6,6,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,4,0,1,0,1,2,0,3,0,0,0,0,3,5,0,0,1,0,0,0,1,0,2,9,0,0,5,1,0,0,0,0,0,0
2016_46_ZONE3E,2016_47_ZONE3E,60,2,46,11,2016,81,8,12,16,12,10,13,13,0,0,0,0,0,0,0,0,0,0,84,0,0,1,6,2,8,15,0,0,0,0,10,0,1,2,6,0,8,0,12,2,3,8,0,0,0,2,4,0,7,0,1,0,1,5,6,0,1,3,0,0,0,0,0,20,15,0,0,9,10,0,0,0,0,0,0
2016_46_ZONE5C,2016_47_ZONE5C,15,1,46,11,2016,11,2,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
2016_46_ZONE3C,2016_47_ZONE3C,17,0,46,11,2016,22,2,3,6,5,2,1,3,0,0,0,0,0,0,0,0,0,0,22,0,1,0,8,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,2,0,3,0,1,0,1,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,3,6,0,0,1,1,0,0,0,0,0,0
2016_46_ZONE4B,2016_47_ZONE4B,18,0,46,11,2016,18,0,2,5,1,3,5,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
2016_46_ZONE2B,2016_47_ZONE2B,3,0,46,11,2016,6,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
2016_46_ZONE6A,2016_47_ZONE6A,13,0,46,11,2016,20,3,2,1,1,7,4,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,0
2016_46_ZONE4C,2016_47_ZONE4C,22,0,46,11,2016,30,8,3,5,6,2,4,6,0,0,0,0,0,0,0,0,0,0,34,0,4,0,11,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,5,1,1,6,0,0,0,1,0,2,0,0,1,0,0,0,10,1,0,0,0,0,1,0,0,10,4,0,0,2,2,0,0,0,0,0,0
2016_46_ZONE6C,2016_47_ZONE6C,28,0,46,11,2016,24,3,5,2,6,1,6,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,9,1,0,5,0,0,2,0,0,0,0,1,0,0,0,0,4,1,0,3,0,0,0,0,2,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,2,6,0,0,3,2,0,0,0,0,0,0
2016_46_ZONE1B,2016_47_ZONE1B,15,0,46,11,2016,19,3,4,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,3,2,5,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,4,1,0,0,4,4,0,0,0,0,0,0
2016_46_ZONE5B,2016_47_ZONE5B,34,0,46,11,2016,38,3,7,6,3,6,5,9,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,2,0,9,0,0,0,0,0,1,0,0,3,0,8,0,6,0,0,7,0,0,0,1,0,0,6,0,0,0,0,4,3,0,0,2,0,0,1,0,0,9,8,0,0,2,3,0,0,0,0,0,0
2016_46_ZONE1A,2016_47_ZONE1A,27,0,46,11,2016,26,9,2,3,2,6,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,3,2,0,0,0,1,2,0,0,2,0,0,5,0,5,2,0,2,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,0,6,3,0,0,0,0,0,0
2016_46_ZONE6B,2016_47_ZONE6B,14,0,46,11,2016,14,1,2,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0
2016_46_ZONE7B,2016_47_ZONE7B,24,0,46,11,2016,35,6,5,8,2,7,6,6,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,2,2,11,0,1,0,1,1,1,0,0,0,0,5,0,4,4,0,3,0,0,0,1,4,0,4,0,2,0,0,4,5,0,0,2,0,0,0,1,0,7,5,0,0,3,2,0,0,0,0,0,0
2016_46_ZONE7C,2016_47_ZONE7C,3,0,46,11,2016,10,1,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
2016_46_ZONE3D,2016_47_ZONE3D,11,0,46,11,2016,10,2,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0
2016_46_ZONE2D,2016_47_ZONE2D,4,0,46,11,2016,5,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016_46_ZONE7D,2016_47_ZONE7D,3,0,46,11,2016,8,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_47_ZONE2A,2016_48_ZONE2A,32,1,47,11,2016,24,1,4,3,5,4,3,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,5,3,1,4,0,1,0,2,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,5,4,0,0,2,1,0,0,0,0,0,0
2016_47_ZONE6C,2016_48_ZONE6C,39,0,47,11,2016,28,4,2,6,6,8,3,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,7,0,0,5,0,0,0,1,1,0,0,0,3,0,1,0,4,0,4,4,0,0,0,2,5,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,4,0,0,3,4,0,0,0,1,0,0
2016_47_ZONE3C,2016_48_ZONE3C,15,2,47,11,2016,17,5,1,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,6,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,4,0,1,0,2,0,0,2,4,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0
2016_47_ZONE5C,2016_48_ZONE5C,9,0,47,11,2016,15,2,3,0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,3,1,0,0,0,0,0,0
2016_47_ZONE5B,2016_48_ZONE5B,40,0,47,11,2016,34,3,8,9,4,4,7,1,0,0,0,0,0,0,0,0,0,0,36,0,0,1,2,0,0,4,0,0,0,0,2,2,0,0,4,0,8,0,6,0,2,5,0,0,0,2,1,0,3,0,1,0,1,1,3,0,0,0,0,0,1,1,0,4,10,0,0,6,2,0,0,0,0,0,0
2016_47_ZONE1D,2016_48_ZONE1D,34,1,47,11,2016,33,2,4,8,12,3,2,6,0,0,0,0,0,0,0,0,0,0,37,0,0,2,5,4,1,9,0,1,0,0,1,0,0,0,0,0,0,0,9,2,1,2,0,0,0,2,4,0,0,1,1,0,0,3,5,0,0,1,1,0,0,0,0,6,7,0,0,3,3,0,0,0,0,0,0
2016_47_ZONE3D,2016_48_ZONE3D,13,0,47,11,2016,11,7,3,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,7,0,0,2,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2016_47_ZONE6A,2016_48_ZONE6A,14,0,47,11,2016,13,0,3,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0
2016_47_ZONE7D,2016_48_ZONE7D,3,0,47,11,2016,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016_47_ZONE4C,2016_48_ZONE4C,22,0,47,11,2016,22,3,4,4,3,3,1,5,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0,0,0
2016_47_ZONE3E,2016_48_ZONE3E,78,4,47,11,2016,60,14,5,13,14,9,10,4,0,0,0,0,0,0,0,0,0,0,69,0,5,1,4,2,4,14,0,0,0,0,4,0,0,0,1,1,15,0,8,3,1,6,1,0,0,3,7,0,6,0,1,0,0,10,4,0,0,0,0,0,1,2,0,6,13,0,0,10,5,0,0,0,0,0,0
2016_47_ZONE4B,2016_48_ZONE4B,19,0,47,11,2016,18,3,2,3,4,1,3,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,2,0,0,1,2,0,0,0,0,0,0
2016_47_ZONE2D,2016_48_ZONE2D,4,0,47,11,2016,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016_47_ZONE5A,2016_48_ZONE5A,30,1,47,11,2016,29,0,4,4,8,3,3,1,0,0,0,0,0,0,0,0,0,0,23,0,0,1,6,0,1,3,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,1,2,5,0,0,2,0,0,0,1,0,2,3,0,0,4,2,0,0,0,0,0,0
2016_47_ZONE1B,2016_48_ZONE1B,22,1,47,11,2016,15,1,2,5,2,2,1,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2,1,4,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,4,2,0,0,0,0,0,0
2016_47_ZONE1A,2016_48_ZONE1A,46,2,47,11,2016,27,5,3,8,3,6,2,3,0,0,0,0,0,0,0,0,0,0,30,0,0,1,6,0,5,4,0,1,0,0,1,1,0,2,1,0,1,0,2,0,2,3,0,0,0,0,2,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,0,6,7,0,0,3,3,0,0,0,0,0,0
2016_47_ZONE1C,2016_48_ZONE1C,35,0,47,11,2016,20,1,3,2,7,1,5,2,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,1,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,4,5,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,2,0,0,4,5,0,0,0,0,0,0
2016_47_ZONE7B,2016_48_ZONE7B,29,3,47,11,2016,24,5,1,4,2,3,4,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,3,4,0,0,0,0,1,2,0,0,0,0,2,0,7,0,1,2,0,0,0,1,0,0,1,0,2,0,1,2,3,0,0,1,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,0,0
2016_47_ZONE6B,2016_48_ZONE6B,16,0,47,11,2016,14,1,0,4,0,8,2,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0
2016_47_ZONE7C,2016_48_ZONE7C,14,0,47,11,2016,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2016_47_ZONE3B,2016_48_ZONE3B,1,0,47,11,2016,5,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2016_47_ZONE2B,2016_48_ZONE2B,6,0,47,11,2016,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016_48_ZONE7C,2016_49_ZONE7C,16,0,48,11,2016,14,2,2,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0
2016_48_ZONE1A,2016_49_ZONE1A,28,0,48,11,2016,46,12,15,7,3,5,4,4,0,0,0,0,0,0,0,0,0,0,23,27,0,0,6,2,6,2,0,0,2,1,2,0,0,2,4,0,7,0,6,1,0,9,0,0,0,3,6,0,3,0,2,0,1,0,6,0,0,0,0,0,0,1,0,5,6,0,0,10,7,0,0,0,0,0,0
2016_48_ZONE4B,2016_49_ZONE4B,14,1,48,11,2016,19,1,6,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,8,11,0,2,5,0,0,4,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,3,0,1,0,0,1,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0
2016_48_ZONE3E,2016_49_ZONE3E,63,4,48,11,2016,78,8,15,13,14,14,10,11,0,0,0,0,0,0,0,0,0,0,36,49,0,0,2,4,5,16,0,0,2,1,9,1,0,0,8,0,12,0,13,7,1,4,0,1,0,4,5,0,2,0,4,0,0,8,2,0,0,1,0,0,1,0,1,15,21,0,0,10,10,0,0,0,0,0,0
