Subzone,YEAR_WEEK,SUB_YEAR_WEEK,All_comp,FalseAlarm_comp,Arrest_comp,Cleared_comp,NoContact_comp,NoReport_comp,Resolved_comp,Filed_comp,Calls_comp,BurgAlarm_comp,Suspicious_comp,Shots_comp,Intox_comp,Drugs_comp,Assault_comp,Armed_comp,Disturb_comp,Fireworks_comp,Noise_comp,Stalking_comp,PredictedBurg,ActualBurg,BurgStatus,BurgStatus2
ZONE5D,2016_36,2016_36_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_36,2016_36_ZONE6A,30,14,0,2,2,2,0,0,30,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
ZONE6B,2016_36,2016_36_ZONE6B,63,12,0,6,3,6,9,6,63,3,15,0,0,3,0,12,0,0,3,0,0,0,0,0
ZONE6C,2016_36,2016_36_ZONE6C,328,56,8,0,48,64,40,24,336,8,72,0,32,0,0,0,40,0,16,0,0,3,1,1
ZONE7B,2016_36,2016_36_ZONE7B,70,12,2,4,8,16,4,4,72,6,16,0,0,0,0,0,2,0,8,0,0,1,1,0
ZONE7C,2016_36,2016_36_ZONE7C,66,15,0,3,9,24,6,0,66,0,9,0,0,0,3,0,3,0,3,0,0,0,0,0
ZONE7D,2016_36,2016_36_ZONE7D,12,6,0,0,3,3,0,0,15,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
ZONE1A,2016_37,2016_37_ZONE1A,259,35,7,28,28,14,35,35,266,14,84,0,7,7,14,0,7,0,0,0,0,3,1,1
ZONE1B,2016_37,2016_37_ZONE1B,189,18,0,36,0,0,9,36,198,9,36,0,0,0,18,0,18,0,9,0,2,1,1,0
ZONE1C,2016_37,2016_37_ZONE1C,310,30,10,20,70,70,10,70,330,30,90,10,10,10,10,10,20,0,30,0,0,2,1,1
ZONE1D,2016_37,2016_37_ZONE1D,342,54,9,0,36,108,36,27,351,0,108,0,18,0,0,9,9,0,18,0,2,0,0,0
ZONE2A,2016_37,2016_37_ZONE2A,88,24,4,8,8,0,8,4,92,4,8,0,0,0,0,0,8,0,0,0,0,1,1,0
ZONE2B,2016_37,2016_37_ZONE2B,10,3,0,0,0,2,0,2,11,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE2D,2016_37,2016_37_ZONE2D,6,4,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZONE3B,2016_37,2016_37_ZONE3B,10,0,2,0,2,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2016_37,2016_37_ZONE3C,180,60,12,6,36,12,12,6,186,0,12,0,0,0,12,0,6,0,24,0,0,0,0,0
ZONE3D,2016_37,2016_37_ZONE3D,84,7,0,14,21,14,0,7,84,7,0,14,0,0,0,0,14,0,21,0,0,1,1,0
ZONE3E,2016_37,2016_37_ZONE3E,618,24,18,48,102,114,48,66,654,18,96,0,6,18,12,0,66,0,60,0,1,3,1,1
ZONE4B,2016_37,2016_37_ZONE4B,16,8,0,0,1,1,1,0,16,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0
ZONE4C,2016_37,2016_37_ZONE4C,144,40,4,8,12,24,16,12,148,4,24,4,0,0,0,4,32,0,0,0,0,0,0,0
ZONE5A,2016_37,2016_37_ZONE5A,210,15,0,0,30,20,35,20,220,0,40,65,0,5,5,0,10,0,15,0,0,0,0,0
ZONE5B,2016_37,2016_37_ZONE5B,216,48,18,6,48,12,30,18,222,6,48,12,0,0,0,12,12,0,0,0,3,0,0,0
ZONE5C,2016_37,2016_37_ZONE5C,80,5,5,0,0,15,20,15,80,0,5,0,0,0,10,0,15,0,5,0,0,0,0,0
ZONE5D,2016_37,2016_37_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_37,2016_37_ZONE6A,44,8,4,4,6,4,6,2,46,2,8,0,8,0,0,0,10,0,0,0,0,0,0,0
ZONE6B,2016_37,2016_37_ZONE6B,72,12,0,3,18,6,9,3,72,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0
ZONE6C,2016_37,2016_37_ZONE6C,272,56,0,24,48,24,24,32,288,24,40,0,8,0,0,0,16,0,0,0,0,0,0,0
ZONE7B,2016_37,2016_37_ZONE7B,86,18,0,8,12,22,12,2,86,0,18,4,0,0,0,4,8,0,6,2,1,0,0,0
ZONE7C,2016_37,2016_37_ZONE7C,66,21,6,6,6,3,9,6,66,0,3,0,0,0,0,0,24,0,3,0,1,0,0,0
ZONE7D,2016_37,2016_37_ZONE7D,6,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2016_38,2016_38_ZONE1A,434,42,42,21,21,70,63,28,434,7,126,0,7,7,14,0,21,0,14,0,0,0,0,0
ZONE1B,2016_38,2016_38_ZONE1B,225,0,27,27,45,18,18,27,243,18,63,9,18,0,0,0,9,0,18,0,2,2,1,1
ZONE1C,2016_38,2016_38_ZONE1C,500,0,30,70,70,90,70,50,500,0,70,10,0,0,10,0,120,0,50,0,0,0,0,0
ZONE1D,2016_38,2016_38_ZONE1D,594,18,45,27,72,54,27,81,621,9,162,0,0,18,9,9,135,0,0,0,2,2,1,1
ZONE2A,2016_38,2016_38_ZONE2A,104,20,8,4,12,32,12,8,108,0,20,0,0,8,0,0,16,0,8,0,0,0,0,0
ZONE2B,2016_38,2016_38_ZONE2B,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2016_38,2016_38_ZONE2D,6,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE3B,2016_38,2016_38_ZONE3B,10,2,0,0,4,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2016_38,2016_38_ZONE3C,186,24,0,12,30,36,12,12,192,6,54,0,6,0,0,0,6,0,18,0,1,0,0,0
ZONE3D,2016_38,2016_38_ZONE3D,105,0,0,0,21,21,35,7,105,0,49,0,7,0,0,0,7,0,14,0,1,0,0,0
ZONE3E,2016_38,2016_38_ZONE3E,708,42,30,54,72,144,42,84,726,24,108,0,0,12,18,30,102,0,48,0,1,1,1,0
ZONE4B,2016_38,2016_38_ZONE4B,18,1,0,1,2,6,1,0,20,0,7,2,0,1,0,0,3,0,2,0,0,0,0,0
ZONE4C,2016_38,2016_38_ZONE4C,136,36,4,4,20,16,28,4,136,0,24,4,0,0,8,0,28,0,0,0,0,0,0,0
ZONE5A,2016_38,2016_38_ZONE5A,140,10,10,5,30,20,25,20,140,0,15,0,0,10,0,0,40,0,15,0,0,0,0,0
ZONE5B,2016_38,2016_38_ZONE5B,324,30,12,18,60,42,24,30,342,12,60,12,6,30,0,6,30,0,24,0,1,3,1,1
ZONE5C,2016_38,2016_38_ZONE5C,50,10,0,0,0,10,20,0,50,0,10,0,5,0,0,0,5,0,10,0,1,0,0,0
ZONE5D,2016_38,2016_38_ZONE5D,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_38,2016_38_ZONE6A,18,2,2,4,2,2,0,2,18,0,4,0,0,0,0,0,4,0,2,0,0,0,0,0
ZONE6B,2016_38,2016_38_ZONE6B,57,6,3,3,3,3,12,3,57,0,18,0,0,0,0,0,3,0,3,0,0,0,0,0
ZONE6C,2016_38,2016_38_ZONE6C,384,88,16,0,64,24,56,24,392,0,48,0,8,0,16,0,32,0,24,0,0,0,0,0
ZONE7B,2016_38,2016_38_ZONE7B,76,12,4,4,8,6,14,10,80,8,12,0,2,6,6,0,8,0,4,0,0,1,1,0
ZONE7C,2016_38,2016_38_ZONE7C,42,15,0,0,0,6,9,9,42,3,12,0,0,0,0,0,0,0,3,0,1,1,1,0
ZONE7D,2016_38,2016_38_ZONE7D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2016_39,2016_39_ZONE1A,217,28,14,0,28,42,42,42,224,0,49,0,7,0,0,0,28,0,14,0,1,0,0,0
ZONE1B,2016_39,2016_39_ZONE1B,90,36,0,9,9,0,9,18,90,18,18,0,0,0,0,0,0,0,0,0,1,2,1,1
ZONE1C,2016_39,2016_39_ZONE1C,360,20,20,30,70,20,40,50,360,0,110,30,0,10,10,0,20,0,40,0,1,0,0,0
ZONE1D,2016_39,2016_39_ZONE1D,450,99,27,9,45,36,81,54,450,27,72,18,0,18,9,0,54,0,9,0,1,2,1,1
ZONE2A,2016_39,2016_39_ZONE2A,148,12,0,4,28,28,28,20,156,0,40,0,4,0,0,0,12,0,4,0,0,0,0,0
ZONE2B,2016_39,2016_39_ZONE2B,4,2,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE2D,2016_39,2016_39_ZONE2D,6,2,0,0,0,2,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2016_39,2016_39_ZONE3B,6,2,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2016_39,2016_39_ZONE3C,156,42,0,6,0,36,12,6,156,6,18,0,0,0,0,0,18,0,6,0,0,1,1,0
ZONE3D,2016_39,2016_39_ZONE3D,154,14,0,7,21,21,28,14,168,0,7,28,0,0,0,0,7,0,14,0,0,1,1,0
ZONE3E,2016_39,2016_39_ZONE3E,594,24,12,30,54,102,126,42,606,12,138,0,0,18,12,0,30,0,54,0,0,1,1,0
ZONE4B,2016_39,2016_39_ZONE4B,25,5,1,1,4,1,1,3,25,0,7,0,0,0,0,3,2,0,3,0,0,0,0,0
ZONE4C,2016_39,2016_39_ZONE4C,140,32,0,4,20,24,20,0,144,0,56,0,4,4,0,0,12,0,0,0,0,0,0,0
ZONE5A,2016_39,2016_39_ZONE5A,200,10,20,15,20,20,50,20,205,5,10,5,0,0,5,20,30,0,30,0,0,0,0,0
ZONE5B,2016_39,2016_39_ZONE5B,258,24,12,18,60,30,18,36,264,18,42,18,0,24,0,0,12,0,30,0,2,1,1,0
ZONE5C,2016_39,2016_39_ZONE5C,70,15,0,0,5,10,5,5,70,0,10,0,0,0,0,0,5,0,0,0,2,1,1,0
ZONE5D,2016_39,2016_39_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_39,2016_39_ZONE6A,32,8,0,0,6,4,0,6,34,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0
ZONE6B,2016_39,2016_39_ZONE6B,75,21,3,3,12,12,6,3,78,0,27,0,0,3,3,0,3,0,0,0,2,0,0,0
ZONE6C,2016_39,2016_39_ZONE6C,360,56,8,8,40,64,48,16,360,8,16,0,0,8,8,0,56,0,24,0,1,0,0,0
ZONE7B,2016_39,2016_39_ZONE7B,94,12,2,8,8,8,14,10,98,0,10,0,4,4,0,2,6,0,10,0,1,0,0,0
ZONE7C,2016_39,2016_39_ZONE7C,48,9,0,9,6,12,9,3,48,3,3,3,0,0,0,0,9,0,3,0,0,1,1,0
ZONE7D,2016_39,2016_39_ZONE7D,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE1A,2016_4,2016_4_ZONE1A,350,49,28,21,56,35,42,56,364,0,77,42,14,0,14,0,49,0,0,0,2,1,1,0
ZONE1B,2016_4,2016_4_ZONE1B,243,36,9,18,9,36,18,36,243,9,9,0,0,27,27,0,9,0,27,0,1,2,1,1
ZONE1C,2016_4,2016_4_ZONE1C,330,50,30,20,0,30,50,90,340,0,50,0,30,0,10,0,10,0,0,0,0,0,0,0
ZONE1D,2016_4,2016_4_ZONE1D,342,36,18,0,63,36,72,18,360,9,90,18,0,36,0,0,27,0,9,0,0,1,1,0
ZONE2A,2016_4,2016_4_ZONE2A,124,12,4,20,12,36,12,4,124,0,24,0,4,4,0,0,4,0,0,0,0,0,0,0
ZONE2B,2016_4,2016_4_ZONE2B,6,1,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE2D,2016_4,2016_4_ZONE2D,7,3,0,0,0,1,1,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE3B,2016_4,2016_4_ZONE3B,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3C,2016_4,2016_4_ZONE3C,120,18,6,12,18,24,6,12,138,6,6,0,0,0,0,0,12,0,18,0,0,1,1,0
ZONE3D,2016_4,2016_4_ZONE3D,98,14,0,7,21,7,14,14,98,14,7,0,0,0,0,0,7,0,14,0,0,0,0,0
ZONE3E,2016_4,2016_4_ZONE3E,480,18,30,18,108,66,42,60,528,18,60,66,0,18,0,24,24,0,90,0,2,5,1,1
ZONE4B,2016_4,2016_4_ZONE4B,15,7,0,1,1,3,1,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE4C,2016_4,2016_4_ZONE4C,168,40,4,4,28,16,28,12,172,0,12,12,28,0,0,4,12,0,4,0,0,0,0,0
ZONE5A,2016_4,2016_4_ZONE5A,165,15,5,0,50,25,10,20,175,5,5,15,10,0,0,0,30,0,30,0,1,2,1,1
ZONE5B,2016_4,2016_4_ZONE5B,174,24,0,6,24,30,36,18,180,6,12,12,0,0,12,0,6,0,18,0,0,0,0,0
ZONE5C,2016_4,2016_4_ZONE5C,65,10,10,10,5,15,5,5,65,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0
ZONE5D,2016_4,2016_4_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_4,2016_4_ZONE6A,32,6,2,4,6,6,2,4,32,4,6,0,0,0,0,0,2,0,0,0,1,1,1,0
ZONE6B,2016_4,2016_4_ZONE6B,33,9,0,0,3,9,6,3,33,3,6,0,0,0,0,0,6,0,3,0,2,0,0,0
ZONE6C,2016_4,2016_4_ZONE6C,280,80,8,0,48,32,48,16,280,0,64,8,0,0,16,0,8,0,16,0,1,0,0,0
ZONE7B,2016_4,2016_4_ZONE7B,80,10,2,0,8,10,18,14,82,6,20,0,0,2,4,0,2,0,4,0,0,2,1,1
ZONE7C,2016_4,2016_4_ZONE7C,27,15,0,0,3,0,3,0,30,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0
ZONE7D,2016_4,2016_4_ZONE7D,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2016_40,2016_40_ZONE1A,322,49,7,21,70,70,7,21,322,14,77,0,0,7,0,0,35,0,28,0,1,1,1,0
ZONE1B,2016_40,2016_40_ZONE1B,171,18,0,9,27,27,36,18,171,27,27,0,0,0,0,0,27,0,18,0,2,1,1,0
ZONE1C,2016_40,2016_40_ZONE1C,280,20,20,20,30,30,20,50,300,10,50,10,0,20,30,0,30,0,30,0,0,1,1,0
ZONE1D,2016_40,2016_40_ZONE1D,675,99,45,18,90,81,63,36,684,0,198,27,27,0,9,0,63,0,18,0,0,1,1,0
ZONE2A,2016_40,2016_40_ZONE2A,100,16,0,8,16,28,20,4,100,0,12,0,4,0,0,0,8,0,8,0,1,0,0,0
ZONE2B,2016_40,2016_40_ZONE2B,10,1,0,1,0,3,3,1,10,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0
ZONE2D,2016_40,2016_40_ZONE2D,4,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2016_40,2016_40_ZONE3B,8,0,0,0,2,2,2,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ZONE3C,2016_40,2016_40_ZONE3C,168,48,12,0,12,36,18,6,168,6,30,0,0,0,6,0,12,0,18,0,0,0,0,0
ZONE3D,2016_40,2016_40_ZONE3D,91,0,0,0,21,21,7,0,98,0,21,21,0,7,0,0,0,0,14,0,0,0,0,0
ZONE3E,2016_40,2016_40_ZONE3E,678,48,42,42,84,126,90,66,684,6,132,36,6,30,12,12,66,0,48,0,3,0,0,0
ZONE4B,2016_40,2016_40_ZONE4B,26,1,1,6,1,9,3,3,26,0,4,0,0,1,0,0,1,0,3,0,2,0,0,0
ZONE4C,2016_40,2016_40_ZONE4C,120,20,8,0,24,4,12,8,120,0,16,0,20,0,4,0,8,0,0,0,1,0,0,0
ZONE5A,2016_40,2016_40_ZONE5A,105,10,0,0,20,25,10,0,105,0,20,0,0,0,0,0,10,0,5,0,0,0,0,0
ZONE5B,2016_40,2016_40_ZONE5B,354,42,12,24,54,48,24,60,354,0,24,30,0,30,18,0,36,0,36,0,0,2,1,1
ZONE5C,2016_40,2016_40_ZONE5C,80,5,0,0,10,10,20,15,80,5,0,0,5,0,15,0,0,0,20,0,0,2,1,1
ZONE5D,2016_40,2016_40_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_40,2016_40_ZONE6A,52,8,0,2,10,10,10,2,54,2,20,0,0,0,0,0,2,0,2,0,0,0,0,0
ZONE6B,2016_40,2016_40_ZONE6B,60,21,3,12,3,0,6,3,60,3,6,0,0,0,0,0,6,0,6,0,0,2,1,1
ZONE6C,2016_40,2016_40_ZONE6C,312,40,8,8,40,72,40,24,320,24,80,0,8,0,0,8,8,0,8,0,1,1,1,0
ZONE7B,2016_40,2016_40_ZONE7B,86,4,10,6,8,10,14,8,88,2,18,0,0,4,0,0,10,0,6,0,4,1,1,0
ZONE7C,2016_40,2016_40_ZONE7C,36,18,0,0,3,0,0,3,36,0,6,0,0,0,3,0,3,0,3,0,1,0,0,0
ZONE7D,2016_40,2016_40_ZONE7D,21,9,0,3,0,0,0,3,21,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ZONE1A,2016_41,2016_41_ZONE1A,287,42,28,14,21,21,28,28,301,21,49,0,21,0,0,0,63,0,7,0,0,1,1,0
ZONE1B,2016_41,2016_41_ZONE1B,216,9,9,0,27,72,27,18,234,27,72,0,0,9,0,0,9,0,36,0,0,2,1,1
ZONE1C,2016_41,2016_41_ZONE1C,290,30,30,0,20,80,30,10,290,0,100,0,20,0,0,0,40,0,20,0,2,0,0,0
ZONE1D,2016_41,2016_41_ZONE1D,729,36,45,81,54,216,162,0,747,0,144,18,18,9,0,0,9,0,18,0,2,0,0,0
ZONE2A,2016_41,2016_41_ZONE2A,112,24,4,4,16,20,12,4,116,4,36,0,0,0,0,0,4,0,12,0,0,1,1,0
ZONE2B,2016_41,2016_41_ZONE2B,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE2D,2016_41,2016_41_ZONE2D,11,5,0,0,0,1,2,1,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ZONE3B,2016_41,2016_41_ZONE3B,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZONE3C,2016_41,2016_41_ZONE3C,84,24,0,12,18,18,0,6,84,0,12,0,0,0,6,0,0,0,18,0,0,0,0,0
ZONE3D,2016_41,2016_41_ZONE3D,140,7,7,0,28,14,7,14,147,0,49,0,0,0,7,0,0,0,7,0,0,0,0,0
ZONE3E,2016_41,2016_41_ZONE3E,648,48,36,18,90,114,78,48,654,12,96,18,6,12,18,0,72,0,96,0,2,3,1,1
ZONE4B,2016_41,2016_41_ZONE4B,18,1,1,0,2,4,3,1,18,1,2,0,0,0,0,0,0,0,2,0,0,2,1,1
ZONE4C,2016_41,2016_41_ZONE4C,124,20,8,4,20,12,16,12,124,4,20,4,12,0,0,0,12,0,4,0,1,1,1,0
ZONE5A,2016_41,2016_41_ZONE5A,155,0,5,0,20,50,5,10,160,0,35,0,0,5,0,0,15,0,25,0,3,0,0,0
ZONE5B,2016_41,2016_41_ZONE5B,288,12,0,12,30,42,60,36,294,12,72,18,18,0,0,0,6,0,12,0,0,0,0,0
ZONE5C,2016_41,2016_41_ZONE5C,50,10,0,5,0,5,10,0,55,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
ZONE5D,2016_41,2016_41_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_41,2016_41_ZONE6A,66,12,0,10,6,10,10,4,66,0,18,6,0,0,0,0,0,0,4,0,0,0,0,0
ZONE6B,2016_41,2016_41_ZONE6B,63,15,0,0,9,12,9,3,63,3,18,0,0,0,0,0,0,0,3,0,2,0,0,0
ZONE6C,2016_41,2016_41_ZONE6C,256,24,0,32,40,32,48,16,264,8,24,0,8,8,8,0,40,0,24,0,1,1,1,0
ZONE7B,2016_41,2016_41_ZONE7B,74,8,6,8,10,12,8,10,76,10,10,0,0,4,4,0,2,0,6,0,0,4,1,1
ZONE7C,2016_41,2016_41_ZONE7C,42,6,0,6,6,9,6,3,45,3,12,0,0,0,0,0,6,0,3,0,0,1,1,0
ZONE7D,2016_41,2016_41_ZONE7D,6,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
ZONE1A,2016_42,2016_42_ZONE1A,462,56,7,28,35,112,63,14,469,0,42,14,28,7,21,7,105,0,0,0,2,0,0,0
ZONE1B,2016_42,2016_42_ZONE1B,216,9,9,0,63,36,18,9,216,0,18,0,0,18,0,0,45,0,27,0,1,0,0,0
ZONE1C,2016_42,2016_42_ZONE1C,280,0,20,20,40,40,50,40,310,10,70,0,0,0,10,0,70,0,40,0,0,2,1,1
ZONE1D,2016_42,2016_42_ZONE1D,459,63,36,27,63,36,45,54,486,27,117,9,9,9,9,0,117,0,0,0,1,2,1,1
ZONE2A,2016_42,2016_42_ZONE2A,108,28,12,4,24,12,12,4,112,0,24,0,12,4,0,4,12,0,8,0,0,0,0,0
ZONE2B,2016_42,2016_42_ZONE2B,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2016_42,2016_42_ZONE2D,7,2,0,0,2,1,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2016_42,2016_42_ZONE3B,4,0,0,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZONE3C,2016_42,2016_42_ZONE3C,114,6,6,6,12,42,0,12,114,0,12,6,0,12,0,0,12,0,0,0,0,0,0,0
ZONE3D,2016_42,2016_42_ZONE3D,119,0,14,21,14,56,0,7,119,0,56,0,0,0,0,7,0,0,7,0,1,0,0,0
ZONE3E,2016_42,2016_42_ZONE3E,732,78,72,12,96,174,54,90,750,12,150,24,18,12,12,0,48,0,72,0,4,2,1,1
ZONE4B,2016_42,2016_42_ZONE4B,26,5,1,2,8,0,0,2,26,1,3,1,0,1,0,0,1,0,2,0,0,0,0,0
ZONE4C,2016_42,2016_42_ZONE4C,108,16,0,4,48,20,8,0,108,0,28,0,4,4,4,0,8,0,8,0,0,1,1,0
ZONE5A,2016_42,2016_42_ZONE5A,185,10,10,0,40,40,15,30,195,10,50,5,0,5,10,0,20,0,0,0,0,3,1,1
ZONE5B,2016_42,2016_42_ZONE5B,216,18,6,18,48,36,30,0,228,0,54,12,0,6,6,0,6,0,24,0,1,0,0,0
ZONE5C,2016_42,2016_42_ZONE5C,120,0,5,15,10,45,10,10,120,0,10,0,5,0,20,0,0,0,10,0,0,1,1,0
ZONE5D,2016_42,2016_42_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_42,2016_42_ZONE6A,28,2,0,2,4,12,2,0,28,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
ZONE6B,2016_42,2016_42_ZONE6B,87,21,0,6,0,6,18,18,90,9,6,0,0,0,3,0,9,0,0,0,0,2,1,1
ZONE6C,2016_42,2016_42_ZONE6C,528,72,48,0,48,48,48,48,552,8,88,0,0,0,16,8,120,0,8,0,0,1,1,0
ZONE7B,2016_42,2016_42_ZONE7B,66,8,2,0,14,20,8,4,68,0,12,2,0,2,0,0,6,0,4,0,0,0,0,0
ZONE7C,2016_42,2016_42_ZONE7C,27,9,0,0,3,6,6,0,27,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0
ZONE7D,2016_42,2016_42_ZONE7D,15,3,0,0,0,9,0,3,15,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE1A,2016_43,2016_43_ZONE1A,238,14,14,21,21,63,7,21,245,21,14,0,0,0,21,0,49,0,14,0,1,2,1,1
ZONE1B,2016_43,2016_43_ZONE1B,216,9,9,18,54,54,0,18,225,0,27,0,0,18,0,0,36,0,18,0,1,1,1,0
ZONE1C,2016_43,2016_43_ZONE1C,390,20,30,10,20,50,50,40,410,0,120,10,0,10,10,0,60,0,20,0,0,0,0,0
ZONE1D,2016_43,2016_43_ZONE1D,540,36,36,36,45,180,63,36,549,36,54,27,27,27,27,18,63,0,18,0,1,1,1,0
ZONE2A,2016_43,2016_43_ZONE2A,88,20,0,4,8,28,12,0,100,0,16,0,0,0,8,4,4,0,4,0,1,0,0,0
ZONE2B,2016_43,2016_43_ZONE2B,3,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE2D,2016_43,2016_43_ZONE2D,7,1,0,2,2,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE3B,2016_43,2016_43_ZONE3B,14,0,0,0,0,4,0,2,14,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
ZONE3C,2016_43,2016_43_ZONE3C,126,54,6,12,6,24,0,0,126,0,24,0,0,0,0,0,0,0,12,0,0,0,0,0
ZONE3D,2016_43,2016_43_ZONE3D,63,7,0,0,14,7,14,7,63,7,14,0,0,0,0,0,0,0,7,0,0,1,1,0
ZONE3E,2016_43,2016_43_ZONE3E,402,30,24,0,60,54,30,60,420,24,30,0,12,6,6,0,54,0,42,0,4,4,1,1
ZONE4B,2016_43,2016_43_ZONE4B,31,5,1,2,5,3,2,2,32,0,6,0,0,1,0,0,0,0,3,0,0,0,0,0
ZONE4C,2016_43,2016_43_ZONE4C,112,28,8,0,20,16,12,12,116,0,16,0,8,4,0,8,16,0,12,0,0,0,0,0
ZONE5A,2016_43,2016_43_ZONE5A,140,10,5,0,20,20,10,15,145,0,20,5,0,0,0,15,10,0,5,0,1,0,0,0
ZONE5B,2016_43,2016_43_ZONE5B,192,12,0,12,30,36,18,18,198,6,36,18,0,18,0,0,6,0,30,0,2,1,1,0
ZONE5C,2016_43,2016_43_ZONE5C,100,20,5,5,10,35,0,0,100,0,30,5,0,0,0,0,0,0,5,0,0,0,0,0
ZONE5D,2016_43,2016_43_ZONE5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZONE6A,2016_43,2016_43_ZONE6A,62,6,2,2,12,8,14,4,62,0,16,0,0,0,0,0,2,0,2,0,0,0,0,0
ZONE6B,2016_43,2016_43_ZONE6B,39,12,3,0,6,9,0,0,39,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0
ZONE6C,2016_43,2016_43_ZONE6C,344,56,8,24,72,32,40,8,360,0,40,8,0,8,8,0,24,0,24,0,1,0,0,0
ZONE7B,2016_43,2016_43_ZONE7B,54,8,2,2,6,10,10,6,54,0,10,0,0,0,4,0,4,0,4,0,0,0,0,0
ZONE7C,2016_43,2016_43_ZONE7C,54,6,0,3,15,9,9,0,54,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0
ZONE7D,2016_43,2016_43_ZONE7D,9,3,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
